"","regija","leto","kmetijske.kulture","povprecni.pridelek"
"2852","ng",2013,"koruza",18.9
"2853","ng",2016,"oljna ogrscica in repica",2.8
"2854","ng",2012,"krompir",19.7
"2855","ng",2010,"koruza",39.5
"2856","ng",2017,"oljke",2
"2857","ng",2016,"rz in sorzica",4
"2858","ng",2019,"oves",2.8
"2859","ng",2016,"lucerna",8.9
"2860","kp",2017,"psenica in pira",3
"2861","ng",2012,"koruza",14.4
"2862","ng",2017,"oves",2.9
"2863","ng",2017,"krompir",25
"2864","ng",2012,"trave",4.8
"2865","ng",2019,"trave",6.4
"2866","kp",2020,"oljna ogrscica in repica",2.5
"2867","ng",2019,"krompir",19.9
"2868","ng",2011,"tritikala",4.3
"2869","ng",2019,"koruza",20.5
"2870","ng",2015,"psenica in pira",4.5
"2871","ng",2018,"buce",0.8
"2872","ng",2011,"krompir",29.3
"2873","kp",2019,"rz in sorzica",4.3
"2874","kp",2013,"tritikala",3.6
"2875","kp",2012,"buce",0.6
"2876","kp",2013,"krompir",15.7
"2877","ng",2013,"jecmen",2.6
"2878","ng",2019,"tritikala",4.1
"2879","ng",2013,"psenica in pira",3.1
"2880","kp",2011,"buce",0.7
"2881","kp",2016,"koruza",4.6
"2882","kp",2010,"oves",2.2
"2883","ng",2020,"krompir",27.1
"2884","ng",2014,"koruza",9.4
"2885","kp",2018,"rz in sorzica",3.8
"2886","kp",2012,"tritikala",3.4
